Full Node Name|Asset Number|Asset Owner|Manufacturer|Purchase Date|Serial Number|System Model|Floor space|DOMS RFID|Planned Decommission Date
uknwsaviv611.via.novonet||HP|IBM|2010-09-14 00:00:00|0628F5R-UKNWSAVIV611|POWER 770|Refer to DOMS||
uknwsaviv612.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV612|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv613.via.novonet||HP|IBM|2010-05-14 00:00:00|||Refer to DOMS||
uknwsaviv614.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV614|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv615.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV615|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv616.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV616|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv617.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV617|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv618.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV618|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv619.via.novonet||HP|IBM|2010-09-14 00:00:00|0628F5R-UKNWSAVIV619|POWER 770|Refer to DOMS||
uknwsaviv620.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV620|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv621.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV621|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv622.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV622|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv623.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV623|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv624.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV624|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv625.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV625|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv626.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV626|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv627.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV627|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv628.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV628|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv629.via.novonet||HP|IBM|2010-05-14 00:00:00|0628F5R-UKNWSAVIV629|POWER 770|Refer to DOMS||
uknwsaviv630.via.novonet||HP|IBM|2010-07-14 00:00:00|0628F5R-UKNWSAVIV630|POWER 770|Refer to DOMS||
uknwsaviv631.via.novonet||HP|IBM|2010-07-14 00:00:00|0628F5R-UKNWSAVIV631|POWER 770|Refer to DOMS||
uknwsaviv632.via.novonet||HP|IBM|2010-07-14 00:00:00|0628F5R-UKNWSAVIV632|POWER 770|Refer to DOMS||
uknwsaviv633.via.novonet||HP|IBM|2010-07-14 00:00:00|83DF8C4-UKNWSAVIV633|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv634.via.novonet||HP|IBM|2010-07-23 00:00:00|0628F5R-UKNWSAVIV634|POWER 770|Refer to DOMS||
uknwsaviv635.via.novonet||HP|IBM|2010-07-23 00:00:00|0628F5R-UKNWSAVIV635|POWER 770|Refer to DOMS||
uknwsaviv636.via.novonet||HP|IBM|2010-07-23 00:00:00|0628F5R-UKNWSAVIV636|POWER 770|Refer to DOMS||
uknwsaviv637.via.novonet||HP|IBM|2010-07-23 00:00:00|0628F5R-UKNWSAVIV637|POWER 770|Refer to DOMS||
uknwsaviv638.via.novonet||HP|IBM|2010-09-14 00:00:00|0628F5R-UKNWSAVIV638|POWER 770|Refer to DOMS||
uknwsaviv639.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV639|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv645.via.novonet||HP|IBM|2010-11-18 00:00:00|106E4D5-UKNWSAVIV645|POWER 770|Refer to DOMS||
uknwsaviv646.via.novonet||HP|IBM|2010-11-18 00:00:00|106E4D5-UKNWSAVIV646|POWER 770|Refer to DOMS||
uknwsaviv647.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV647|POWER 770|Refer to DOMS||
uknwsaviv648.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV648|POWER 770|Refer to DOMS||
uknwsaviv649.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV649|POWER 770|Refer to DOMS||
uknwsaviv651.via.novonet||HP|IBM|2010-10-29 00:00:00|83DF8C4-UKNWSAVIV651|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv652.via.novonet||HP|IBM|2010-10-29 00:00:00|83DF8C4-UKNWSAVIV652|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv653.via.novonet||HP|IBM|2010-10-28 00:00:00|83DF8C4-UKNWSAVIV653|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv654.via.novonet||HP|IBM|2010-10-28 00:00:00|83DF8C4-UKNWSAVIV654|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv655.via.novonet||HP|IBM|2010-11-08 00:00:00|83DF8C4-UKNWSAVIV655|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv656.via.novonet||HP|IBM|2010-11-08 00:00:00|83DF8C4-UKNWSAVIV656|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv657.via.novonet||HP|IBM|2010-11-16 00:00:00|10E4ECA-UKNWSAVIV657|POWER 770|Refer to DOMS||
uknwsaviv658.via.novonet||HP|IBM|2010-11-18 00:00:00|106E4D5-UKNWSAVIV658|POWER 770|Refer to DOMS||
uknwsaviv659.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV659|POWER 770|Refer to DOMS||
uknwsaviv660.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV660|POWER 770|Refer to DOMS||
uknwsaviv661.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV661|POWER 770|Refer to DOMS||
uknwsaviv662.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV662|POWER 770|Refer to DOMS||
uknwsaviv663.via.novonet||HP|IBM|2011-02-14 00:00:00|106E4D5-UKNWSAVIV663|POWER 770|Refer to DOMS||
uknwsaviv664.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV664|POWER 770|Refer to DOMS||
uknwsaviv666.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV666|POWER 770|Refer to DOMS||
uknwsaviv668.via.novonet||HP|IBM|2011-03-24 00:00:00|107639D-UKNWSAVIV668|POWER 770|Refer to DOMS||
uknwsaviv669.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV669|POWER 770|Refer to DOMS||
uknwsaviv670.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV670|POWER 770|Refer to DOMS||
uknwsaviv671.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV671|POWER 770|Refer to DOMS||
uknwsaviv672.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV672|POWER 770|Refer to DOMS||
uknwsaviv673.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV673|POWER 770|Refer to DOMS||
uknwsaviv674.via.novonet||HP|IBM|2010-11-16 00:00:00|83DF8C4-UKNWSAVIV674|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv676.via.novonet||HP|IBM|2010-11-16 00:00:00|83DF8C4-UKNWSAVIV676|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv677.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV677|POWER 770|Refer to DOMS||
uknwsaviv678.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV678|POWER 770|Refer to DOMS||
uknwsaviv679.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV679|POWER 770|Refer to DOMS||
uknwsaviv680.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV680|POWER 770|Refer to DOMS||
uknwsaviv681.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV681|POWER 770|Refer to DOMS||
uknwsaviv683.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV683|POWER 770|Refer to DOMS||
uknwsaviv684.via.novonet||HP|IBM|2011-04-13 00:00:00|10E4ECA-UKNWSAVIV684|POWER 770|Refer to DOMS||
uknwsaviv685.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV685|POWER 770|Refer to DOMS||
uknwsaviv686.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV686|POWER 770|Refer to DOMS||
uknwsaviv687.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV687|POWER 770|Refer to DOMS||
uknwsaviv688.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV688|POWER 770|Refer to DOMS||
uknwsaviv689.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV689|POWER 770|Refer to DOMS||
uknwsaviv690.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV690|POWER 770|Refer to DOMS||
uknwsaviv691.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV691|POWER 770|Refer to DOMS||
uknwsaviv692.via.novonet||HP|IBM|2011-04-13 00:00:00|0628F5R-UKNWSAVIV692|POWER 770|Refer to DOMS||
uknwsaviv693.via.novonet||HP|IBM|2011-04-13 00:00:00|0628F5R-UKNWSAVIV693|POWER 770|Refer to DOMS||
uknwsaviv694.via.novonet||HP|IBM|2011-04-13 00:00:00|10E4ECA-UKNWSAVIV694|POWER 770|Refer to DOMS||
uknwsaviv695.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV695|POWER 770|Refer to DOMS||
uknwsaviv696.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV696|POWER 770|Refer to DOMS||
uknwsaviv697.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV697|POWER 770|Refer to DOMS||
uknwsaviv698.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV698|POWER 770|Refer to DOMS||
uknwsaviv700.via.novonet||HP|IBM|2011-04-13 00:00:00|106E4D5-UKNWSAVIV700|POWER 770|Refer to DOMS||
uknwsaviv705.via.novonet||HP|IBM|2011-04-13 00:00:00|107639D-UKNWSAVIV705|POWER 770|Refer to DOMS||
uknwsaviv708.via.novonet||HP|IBM|2011-04-13 00:00:00|107639D-UKNWSAVIV708|POWER 770|Refer to DOMS||
uknwsaviv709.via.novonet||HP|IBM|2011-04-13 00:00:00|107639D-UKNWSAVIV709|POWER 770|Refer to DOMS||
uknwsaviv711.via.novonet||HP|IBM|2011-04-13 00:00:00|107639D-UKNWSAVIV711|POWER 770|Refer to DOMS||
uknwsaviv712.via.novonet||HP|IBM|2011-04-13 00:00:00|107639D-UKNWSAVIV712|POWER 770|Refer to DOMS||
uknwsaviv713.via.novonet||HP|IBM|2011-04-13 00:00:00|10E4ECA-UKNWSAVIV713|POWER 770|Refer to DOMS||
uknwsaviv714.via.novonet||HP|IBM|2011-04-13 00:00:00|10E4ECA-UKNWSAVIV714|POWER 770|Refer to DOMS||
uknwsaviv715.via.novonet||HP|IBM|2011-04-13 00:00:00|107639D-UKNWSAVIV715|POWER 770|Refer to DOMS||
uknwsaviv716.via.novonet||HP|IBM|2011-04-13 00:00:00|107639D-UKNWSAVIV716|POWER 770|Refer to DOMS||
uknwsaviv717.via.novonet||HP|IBM|2011-04-13 00:00:00|107639D-UKNWSAVIV717|POWER 770|Refer to DOMS||
uknwsaviv718.via.novonet||HP|IBM|2011-04-13 00:00:00|107639D-UKNWSAVIV718|POWER 770|Refer to DOMS||
uknwsaviv719.via.novonet||HP|IBM|2011-04-13 00:00:00|107639D-UKNWSAVIV719|POWER 770|Refer to DOMS||
uknwsaviv720.via.novonet||HP|IBM|2011-04-13 00:00:00|10E4ECA-UKNWSAVIV720|POWER 770|Refer to DOMS||
uknwsaviv721.via.novonet||HP|IBM|2011-04-13 00:00:00|10E4ECA-UKNWSAVIV721|POWER 770|Refer to DOMS||
uknwsaviv722.via.novonet||HP|IBM|2011-04-13 00:00:00|10E4ECA-UKNWSAVIV722|POWER 770|Refer to DOMS||
uknwsaviv723.via.novonet||HP|IBM|2011-04-13 00:00:00|10E4ECA-UKNWSAVIV723|POWER 770|Refer to DOMS||23-AUG-12
uknwsaviv724.via.novonet||HP|IBM|2011-04-13 00:00:00|10E4ECA-UKNWSAVIV724|POWER 770|Refer to DOMS||
uknwsaviv725.via.novonet||HP|IBM|2011-04-13 00:00:00|10E4ECA-UKNWSAVIV725|POWER 770|Refer to DOMS||
uknwsaviv726.via.novonet||HP|IBM|2011-04-13 00:00:00|107639D-UKNWSAVIV726|POWER 770|Refer to DOMS||
uknwsaviv727.via.novonet||HP|IBM|2012-01-26 00:00:00|107639D-UKNWSAVIV727|POWER 770|Refer to DOMS||
uknwsaviv728.via.novonet||HP|IBM|2012-02-27 00:00:00|107639D-UKNWSAVIV728|POWER 770|Refer to DOMS||
uknwsaviv729.via.novonet||HP|IBM|2011-04-13 00:00:00|107639D-UKNWSAVIV729|POWER 770|Refer to DOMS||
uknwsaviv730.via.novonet||HP|IBM|2010-05-14 00:00:00|107639D-UKNWSAVIV730|POWER 770|Refer to DOMS||
uknwsaviv731.via.novonet||HP|IBM|2010-05-14 00:00:00|107639D-UKNWSAVIV731|POWER 770|Refer to DOMS||
uknwsaviv732.via.novonet||HP|IBM|2011-04-13 00:00:00|107639D-UKNWSAVIV732|POWER 770|Refer to DOMS||
uknwsaviv733.via.novonet||HP|IBM|2011-04-13 00:00:00|107639D-UKNWSAVIV733|POWER 770|Refer to DOMS||
uknwsaviv734.via.novonet||HP|IBM|2011-04-13 00:00:00|107639D-UKNWSAVIV734|POWER 770|Refer to DOMS||
uknwsaviv741.via.novonet||HP|IBM|2012-03-06 00:00:00|0628F5R-UKNWSAVIV741|POWER 770|Refer to DOMS||
uknwsaviv742.via.novonet||HP|IBM|2012-03-06 00:00:00|0628F5R-UKNWSAVIV742|POWER 770|Refer to DOMS||
uknwsaviv745.via.novonet||HP|IBM|2012-03-06 00:00:00|0628F5R-UKNWSAVIV745|POWER 770|Refer to DOMS||
uknwsaviv756.via.novonet||HP|IBM|2012-07-18 00:00:00|107639D-UKNWSAVIV756|POWER 770|Refer to DOMS||
uknwsaviv757.via.novonet||HP|IBM|2012-07-18 00:00:00|107639D-UKNWSAVIV757|POWER 770|Refer to DOMS||
uknwsaviv764.via.novonet||HP|IBM|2012-10-12 00:00:00|106E4D5-UKNWSAVIV764|POWER 770|Refer to DOMS||
uknwsaviv765.via.novonet||HP|IBM|2011-04-13 00:00:00|0628F5R-UKNWSAVIV765|POWER 770|Refer to DOMS||
uknwsaviv766.via.novonet||HP|IBM|2012-11-21 00:00:00|10E4ECA-UKNWSAVIV766|POWER 770|Refer to DOMS||
uknwsaviv767.via.novonet||HP|IBM|2011-04-13 00:00:00|0628F5R-UKNWSAVIV767|POWER 770|Refer to DOMS||
uknwsaviv768.via.novonet||HP|IBM|2012-11-21 00:00:00|10E4ECA-UKNWSAVIV768|POWER 770|Refer to DOMS||
uknwsaviv769.via.novonet||HP|IBM|2012-10-12 00:00:00|106E4D5-UKNWSAVIV769|POWER 770|Refer to DOMS||
uknwsaviv901.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV901|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv902.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV902|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv903.via.novonet||HP|IBM|2010-05-14 00:00:00|838836F-UKNWSAVIV903|ESERVER P5 590 9119|Refer to DOMS||11-NOV-13
uknwsaviv904.via.novonet||HP|IBM|2010-05-14 00:00:00|838836F-UKNWSAVIV904|ESERVER P5 590 9119|Refer to DOMS||11-NOV-13
uknwsaviv905.via.novonet||HP|IBM|2010-05-14 00:00:00|83DF8C4-UKNWSAVIV905|ESERVER P5 595 9119|Refer to DOMS||
uknwsaviv906.via.novonet||HP|IBM|2010-05-14 00:00:00|||Refer to DOMS||
uknwsaviv907.via.novonet||HP|IBM|2010-06-24 00:00:00|10E4ECA-UKNWSAVIV907|POWER 770|Refer to DOMS||
uknwsaviv908.via.novonet||HP|IBM|2010-05-14 00:00:00|||Refer to DOMS||
uknwsavix001.via.novonet|GB80417Y3R|HP|Hewlett Packard|2012-03-14 00:00:00|GB80417Y3R|PROLIANT BL460C G6|Refer to DOMS|02F0F308|
uknwsavix100.via.novonet|GB80417Y2R|HP|Hewlett Packard|2012-03-14 00:00:00|GB80417Y2R|PROLIANT BL460C G6|Refer to DOMS|02F0F362|
uknwsavix101.via.novonet|CZJ1120JY0|HP|Hewlett Packard|2012-10-05 00:00:00|CZJ1120JY0|PROLIANT BL460C G7|Refer to DOMS|02F0F8A3|
uknwsavix102.via.novonet|CZJ1120JY1|HP|Hewlett Packard|2012-10-05 00:00:00|CZJ1120JY1|PROLIANT BL460C G7|Refer to DOMS|02F0F8A6|
uknwsavix103.via.novonet|CZJ1120JY2|HP|Hewlett Packard|2012-10-05 00:00:00|CZJ1120JY2|PROLIANT BL460C G7|Refer to DOMS|02F0F8A4|
uknwsavix104.via.novonet|CZJ1120JY2|HP|Hewlett Packard|2013-06-10 00:00:00|CZ23180BVK|PROLIANT DL380P G8|Refer to DOMS|02FDFA2C|
uknwsavix105.via.novonet|CZJ1120JY2|HP|Hewlett Packard|2013-05-24 00:00:00|CZ23180BVS|PROLIANT DL560 G8|Refer to DOMS||
uknwsavix200.via.novonet||HP|VMware|2012-05-14 00:00:00|VMWARE-42 3A 46 66 07 FE 86 4A-B3 ED 86 1F 68 5F CB 83|VIRTUAL SERVER|Refer to DOMS||
uknwsavix201.via.novonet||HP|VMware|2012-05-14 00:00:00|VMWARE-42 3A A5 A1 4E 80 8E 85-09 49 15 96 06 C9 FF C5|VIRTUAL SERVER|Refer to DOMS||
uknwsavix202.via.novonet||HP|VMware|2012-05-14 00:00:00|VMWARE-42 3A D6 A8 59 D7 A4 3B-89 AC 8B 1A B7 A9 D6 24|VIRTUAL SERVER|Refer to DOMS||
uknwsavix203.via.novonet||HP|VMware|2012-05-23 00:00:00|VMWARE-42 3A B5 0B C7 F5 9B E3-6E AC 0F 9B 1B 55 BC 20|VIRTUAL SERVER|Refer to DOMS||
uknwsavix204.via.novonet||HP|VMware|2012-05-23 00:00:00|VMWARE-42 3A 4D 38 3B F2 DB ED-6D 59 54 AD 14 C4 D9 70|VIRTUAL SERVER|Refer to DOMS||
uknwsavix205.via.novonet||HP|VMware|2012-05-23 00:00:00|VMWARE-42 3A 7F DF 95 AC 97 DA-2D FF F6 6E C5 0B 21 33|VIRTUAL SERVER|Refer to DOMS||
uknwsavix206.via.novonet||HP|VMware|2012-08-14 00:00:00|VMWARE-42 3A D4 BC 1C 06 C3 B8-0B A9 CC 3C 2C C5 4A 2E|VIRTUAL SERVER|Refer to DOMS||
uknwsavix207.via.novonet||HP|VMware|2012-08-14 00:00:00|VMWARE-42 3A 5E 28 F1 59 B5 38-95 F5 49 54 D1 45 80 75|VIRTUAL SERVER|Refer to DOMS||
uknwsavix208.via.novonet||HP|VMware|2012-08-14 00:00:00|VMWARE-42 3A 7C 02 F9 2E 2A 10-70 B6 91 85 AA B1 B8 BD|VIRTUAL SERVER|Refer to DOMS||
uknwsavix209.via.novonet||HP|VMware|2012-08-14 00:00:00|VMWARE-42 3A 99 C0 B2 0C 82 89-FA 92 BD 51 BB D2 14 DA|VIRTUAL SERVER|Refer to DOMS||
uknwsavix210.via.novonet||HP|VMware|2012-08-14 00:00:00|VMWARE-42 3A 37 9D 53 FF C1 CB-DF EE CD 66 C7 5C 45 AA|VIRTUAL SERVER|Refer to DOMS||
uknwsavix211.via.novonet||HP|VMware|2012-08-14 00:00:00|VMWARE-42 3A EE 80 F1 74 EA 82-6B 26 39 44 34 CB 32 E6|VIRTUAL SERVER|Refer to DOMS||
uknwsavix212.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A 90 1A 9B 45 9B 79-A6 B9 45 2B 46 47 19 82|VIRTUAL SERVER|Refer to DOMS||
uknwsavix213.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A 1F D0 20 7C D0 C3-63 98 FA 8A 00 B1 33 5D|VIRTUAL SERVER|Refer to DOMS||
uknwsavix214.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A A6 61 09 BA D8 BA-16 F6 90 D4 DE 91 11 65|VIRTUAL SERVER|Refer to DOMS||
uknwsavix215.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A 53 B0 79 6B 99 83-AF A2 A8 77 EE DD BB E4|VIRTUAL SERVER|Refer to DOMS||
uknwsavix216.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A B4 BB 95 AE FC AA-25 B2 2B 28 4A 2E E6 22|VIRTUAL SERVER|Refer to DOMS||
uknwsavix217.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A 60 BA 50 22 CE 26-5D 3C F8 6F F1 D8 BB 00|VIRTUAL SERVER|Refer to DOMS||
uknwsavix218.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A 55 77 C1 DB 75 77-72 90 3D 2E EB 38 50 F2|VIRTUAL SERVER|Refer to DOMS||
uknwsavix219.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A 53 BB DE F6 52 B6-6B 9D 8D FD EE C7 8F 22|VIRTUAL SERVER|Refer to DOMS||
uknwsavix220.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A F2 A3 5F 35 B0 F9-7B AD A6 34 ED 95 DE 2D|VIRTUAL SERVER|Refer to DOMS||
uknwsavix221.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A 2B 92 8E 30 D7 D4-6F C8 80 2F F8 27 64 EC|VIRTUAL SERVER|Refer to DOMS||
uknwsavix222.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A A0 9E 4B A1 E8 A2-27 2C 76 95 33 1A 25 CB|VIRTUAL SERVER|Refer to DOMS||
uknwsavix223.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A F6 6B 41 71 07 F3-E8 C0 29 C3 0D 0C EF E0|VIRTUAL SERVER|Refer to DOMS||
uknwsavix224.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A D6 27 79 FC DF 6E-DE 00 E7 F1 3C 5B 8C 9B|VIRTUAL SERVER|Refer to DOMS||
uknwsavix225.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A 15 A5 E7 38 AE 4C-F8 2D 79 65 89 B2 4E 2D|VIRTUAL SERVER|Refer to DOMS||
uknwsavix226.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A BA 85 41 B0 D7 2F-78 B8 08 FE 7C 24 53 9E|VIRTUAL SERVER|Refer to DOMS||
uknwsavix227.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A 63 F3 DC CA 7F B4-78 E2 83 E9 FB 12 73 58|VIRTUAL SERVER|Refer to DOMS||
uknwsavix228.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A FB C4 CF D3 36 3A-F1 91 94 31 13 49 13 20|VIRTUAL SERVER|Refer to DOMS||
uknwsavix229.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A 68 FA F6 D5 38 E5-08 92 C7 EE 8B 9C E2 F7|VIRTUAL SERVER|Refer to DOMS||
uknwsavix230.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A A8 C5 C3 65 B9 81-B3 8C 35 A0 24 CC 12 1A|VIRTUAL SERVER|Refer to DOMS||
uknwsavix231.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A E1 31 F9 02 A2 98-96 99 C5 96 47 A4 8F 33|VIRTUAL SERVER|Refer to DOMS||
uknwsavix232.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A 59 83 BA D1 F3 A5-8F 53 CC 96 1F 8E 55 62|VIRTUAL SERVER|Refer to DOMS||
uknwsavix233.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A 0E 41 F8 63 94 62-F7 86 34 72 E6 2D 82 FE|VIRTUAL SERVER|Refer to DOMS||
uknwsavix234.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A E6 B2 F4 C3 E7 88-B4 90 7B 06 F6 7F CE 7A|VIRTUAL SERVER|Refer to DOMS||
uknwsavix235.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A 36 C6 40 DA F6 6C-85 98 77 3F 20 E1 69 58|VIRTUAL SERVER|Refer to DOMS||
uknwsavix236.via.novonet||HP|VMware|2012-09-25 00:00:00|VMWARE-42 3A D7 BD 99 98 79 22-E2 60 D1 5C 0F A5 4B F0|VIRTUAL SERVER|Refer to DOMS||
uknwsavix237.via.novonet||HP|VMware|2012-12-17 00:00:00|VMWARE-42 3A DE 92 FD 1F 0C 05-4E AB 90 94 51 E8 02 3B|VIRTUAL SERVER|Refer to DOMS||
uknwsavix238.via.novonet||HP|VMware|2012-12-17 00:00:00|VMWARE-42 3A 87 6A 2C 2E 83 EF-F9 D2 27 B9 92 29 A0 0B|VIRTUAL SERVER|Refer to DOMS||
uknwsavix239.via.novonet||HP|VMware|2012-12-21 00:00:00|VMWARE-42 3A 81 7F 11 64 2C F1-7F CA B3 38 56 32 C6 F4|VIRTUAL SERVER|Refer to DOMS||
uknwsavix240.via.novonet||HP|VMware|2012-12-21 00:00:00|VMWARE-42 3A 10 B7 CF 25 66 C6-A4 7C E9 C4 18 99 15 0A|VIRTUAL SERVER|Refer to DOMS||
uknwsavix241.via.novonet||HP|VMware|2012-12-21 00:00:00|VMWARE-42 3A D9 5F 5B D1 D6 16-A7 E3 9C 78 F8 DB EA 62|VIRTUAL SERVER|Refer to DOMS||
uknwsavix242.via.novonet||HP|VMware|2012-12-21 00:00:00|VMWARE-42 3A 73 75 3F F6 21 A2-20 56 A8 39 45 6D 2A 9C|VIRTUAL SERVER|Refer to DOMS||
uknwsavix243.via.novonet||HP|VMware|2012-12-21 00:00:00|VMWARE-42 3A E8 F3 F2 77 64 F0-38 9D B0 A5 F5 8D 10 74|VIRTUAL SERVER|Refer to DOMS||
uknwsavix244.via.novonet||HP|VMware|2012-12-21 00:00:00|VMWARE-42 3A 18 27 44 40 B1 86-93 58 C7 56 C4 8E A3 11|VIRTUAL SERVER|Refer to DOMS||
